id,title,date_approx,reef,region,lat,lon,photographer,source,thumbnail_url,page_url,collection_url,tags
fb93e5b5-4705-43dd-bc82-e23f3119088f,"Eileen Graham's Discovery Bay, Jamaica Collection",1966,Discovery Bay,Caribbean,18.46917,-77.38917,Eileen Graham,Internet Archive,https://dn721802.ca.archive.org/0/items/e5cf7835-a289-43da-a37e-115f1cbcf5d6/db054_medium.jpg,https://archive.org/details/fb93e5b5-4705-43dd-bc82-e23f3119088f,../collections/discovery-bay/,"coral,reef,historical"
