"CollectionName","Identifier","ImageUniqueID","ImageDescription","Photographer","Contributor","DateTimeOriginal","DateTimeDigitized","LocationShownCountryName","LocationShownSublocation","GPSLongitude","GPSLongitudeRef","GPSLatitude","GPSLatitudeRef","WaterDepth","Copyright","Source","UserComment"
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1010","98005889-39d1-4dc2-ba0e-a965fda3d15c","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 13:46:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1011","84ae0ddf-47f4-420e-a35f-92781efbb876","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 13:48:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1012","3125a24b-3479-48a2-9901-23229409224f","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 13:55:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1013","85b352b3-e2b9-48f0-9ec3-f3b3b8781175","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 13:57:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1014","c56c9ac0-e096-4aaa-b532-83d15d6e6de2","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 13:59:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1015","4cc2e481-2205-4053-ad24-37e6bb450395","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 14:01:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1016","a39d04f3-bb82-4ab5-b38a-159330755ced","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 14:02:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1017","afe1221b-827a-4a46-a769-385b9513ed5f","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 14:04:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1018","87d7199f-3897-4900-b466-1a580f890cb4","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 14:06:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1019","4cb25189-7a3e-4a4f-860d-9598011192a7","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 14:08:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db102","83a4902e-6c53-4338-bddc-4875ec84d4cc","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:08:25 00:00:00","2013:06:12 12:45:00","Jamaica","Jamaica | Discovery Bay | Buoy Upper Slope",77.40908,"W",18.47322,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1020","a10029b0-5f73-4c53-a434-b9ce8a5debea","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 14:09:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1021","2b188092-6690-4e1a-b5ba-f4c0ea86671a","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 14:11:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1022","f3b4598a-ac7f-444f-b1da-d4aad17ca177","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 14:19:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1023","075e66db-756f-4bae-8a4d-6386ec7b854f","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 14:21:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1024","b3c867da-ceba-4014-908c-817956e1c6bc","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 14:23:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1025","b14220cb-5746-4392-b88e-9bdc460ce359","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:01:24 00:00:00","2013:10:30 14:25:00","Jamaica","Jamaica | Discovery Bay | Rio Bueno Cricket Pitch",77.4599,"W",18.4789,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1026","a82376b0-14c1-4c35-a858-807a4a902a7b","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:27:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1027","c94ab7bd-ad1c-4233-913e-44bb1e6674e3","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:30:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1028","fb68e77b-cb79-45e3-9a31-e0ff93967040","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:31:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1029","285cfaa5-8593-4fba-985a-467335f519c0","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:33:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db103","03dd9100-6f8f-4d24-83a0-e858309e1d78","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:08:25 00:00:00","2013:06:13 10:22:00","Jamaica","Jamaica | Discovery Bay | Algal Plots",77.414,"W",18.473,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1030","dbc1786b-57be-4ece-95e8-d5e8caddb396","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:35:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1031","489b7780-8901-495c-80d2-096d677df107","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:43:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1032","3019b484-7be0-4702-8afd-1aa16d2b2624","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:45:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1033","50c7ab46-3b28-45f4-8bfe-d0843a5c1c23","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:46:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1034","e3aee951-531c-4dbd-8807-4615b28b8e9f","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:48:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1035","93111c28-e1c6-433b-bca0-4110ec51d133","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:50:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1036","132d6d6a-0b4c-4c75-90d6-2236c7d07393","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:52:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1037","384ffa3e-1dbc-4eae-859b-39cb20c8f21c","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:53:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1038","9e601c7e-272f-497d-82d8-bc81201226ca","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:55:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1039","21104bc1-5d45-41c7-98e1-0cb398ae62f5","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:58:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db104","1f85ce27-a4ab-4c1e-821c-6f1eccfc18d0","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:08:25 00:00:00","2013:06:13 10:24:00","Jamaica","Jamaica | Discovery Bay | Algal Plots",77.414,"W",18.473,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1040","8c30e77d-1e99-49b9-9639-061526012b9b","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 14:59:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1041","2bafe97f-0cc9-4145-af95-8d486a1b5d03","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 15:08:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1042","f4ead215-06eb-4285-b26d-e3cafc762eb8","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 15:10:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1043","566fd82d-9c00-486b-93ee-658f6ec3bb45","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 15:12:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1044","cd62b5f7-6fc9-4e81-9455-42ae1773e689","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 15:14:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1045","59425385-7302-400f-9166-97ca80f2138a","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 15:15:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1046","cf0b5cc7-818a-4de5-bdd4-f5ae1c0082e7","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 15:17:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1047","82321769-cabd-4984-ba2f-362badfa25fe","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 15:19:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1048","4ffa434d-12a3-45ea-af85-07441b3a1e7e","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 15:21:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1049","519c983a-aea4-4c18-a62a-d695d7cc9b27","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 15:22:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db105","6db8529d-bc01-4e2d-90c3-e9962b6cdcd4","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:08:25 00:00:00","2013:06:13 10:26:00","Jamaica","Jamaica | Discovery Bay | Algal Plots",77.414,"W",18.473,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db1050","6a9affa0-4144-4ec7-a322-d4a5bd4a1c3e","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1968:03:03 00:00:00","2013:10:30 15:24:00","Jamaica","Jamaica | Discovery Bay | East Mangrove Point",77.5037,"W",18.4862,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
