"CollectionName","Identifier","ImageUniqueID","ImageDescription","Photographer","Contributor","DateTimeOriginal","DateTimeDigitized","LocationShownCountryName","LocationShownSublocation","GPSLongitude","GPSLongitudeRef","GPSLatitude","GPSLatitudeRef","WaterDepth","Copyright","Source","UserComment"
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db001","eb772ed6-ed59-4572-9ce9-cb85b9564412","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:06:07 00:00:00","2013:06:10 12:39:00","Jamaica","Jamaica | Discovery Bay | The Bull",77.38917,"W",18.46917,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db002","1bb70d8a-72e4-42bc-8b00-c0ab9cdafdbb","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:06:07 00:00:00","2013:06:10 12:41:00","Jamaica","Jamaica | Discovery Bay | The Bull",77.38917,"W",18.46917,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db005","7419d925-9364-4700-87cc-a06b3c9a2c73","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:06:07 00:00:00","2013:06:10 12:47:00","Jamaica","Jamaica | Discovery Bay | The Bull",77.38917,"W",18.46917,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db006","5f90164e-422b-4a4e-b428-eff06b747d1d","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:06:07 00:00:00","2013:06:10 12:49:00","Jamaica","Jamaica | Discovery Bay | The Bull",77.38917,"W",18.46917,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db007","9135d6dc-e3c7-4a6f-9ae8-acc83daea756","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:06:07 00:00:00","2013:06:10 12:51:00","Jamaica","Jamaica | Discovery Bay | The Bull",77.38917,"W",18.46917,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db008","6cb7c59b-53d0-4c47-b5ee-1d00de6e7b9b","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:06:07 00:00:00","2013:06:10 12:54:00","Jamaica","Jamaica | Discovery Bay | The Bull",77.38917,"W",18.46917,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db009","3cf564d6-b607-4af2-b718-6f84e0db5cd5","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:06:07 00:00:00","2013:06:10 12:56:00","Jamaica","Jamaica | Discovery Bay | The Bull",77.38917,"W",18.46917,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db010","4455f489-32e2-41a1-9581-2f8636490c95","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 06:52:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db011","e098cfc6-779d-4aff-81e1-d64c87d1ef63","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 06:54:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db012","447c345b-0cd8-4a75-9831-a42aefa5b300","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","","2013:06:11 07:06:00","Jamaica","Jamaica | Discovery Bay",77.41543,"W",18.468618,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s","Exact date unknown, likely between 1966 and 1968. Exact coordinates unknown. Discovery Bay Marine Lab used as point of reference."
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db013","8b79b7a9-05a6-4dec-ad83-9be89e681c2a","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","","2013:06:11 07:08:00","Jamaica","Jamaica | Discovery Bay",77.41543,"W",18.468618,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s","Exact date unknown, likely between 1966 and 1968. Exact coordinates unknown. Discovery Bay Marine Lab used as point of reference."
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db014","b367d447-9e9d-4fea-9685-d95896d67bcb","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 07:10:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db015","0c7338de-2c2c-4e01-a8bc-6f590f6f08c1","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 07:12:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db016","d45c74ab-8785-47c8-96e4-a435c5fde573","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 07:14:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db017","479d96d4-5d62-4a68-97cc-8861977ef977","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:06:07 00:00:00","2013:06:11 07:16:00","Jamaica","Jamaica | Discovery Bay | Onshore",77.41543,"W",18.468618,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s","Exact coordinates unknown. Discovery Bay Marine Lab used as point of reference."
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db018","1dbf330c-d641-47e4-86a2-8f62f3d5321d","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:06:07 00:00:00","2013:06:11 07:18:00","Jamaica","Jamaica | Discovery Bay | Onshore",77.41543,"W",18.468618,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s","Exact coordinates unknown. Discovery Bay Marine Lab used as point of reference."
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db019","d4e346f7-cbab-4c2f-9b0f-107bbe2741bf","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:06:07 00:00:00","2013:06:11 07:20:00","Jamaica","Jamaica | Discovery Bay | Onshore",77.41543,"W",18.468618,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s","Exact coordinates unknown. Discovery Bay Marine Lab used as point of reference."
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db020","7a6be3e3-e9db-4986-b7c0-d3ba93bab9a1","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:06:07 00:00:00","2013:06:11 07:23:00","Jamaica","Jamaica | Discovery Bay | Onshore",77.41543,"W",18.468618,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s","Exact coordinates unknown. Discovery Bay Marine Lab used as point of reference."
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db022","cbe73898-79a4-481b-a030-99d222b74391","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 07:51:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db023","172b7114-d38a-4dc0-9d2d-329c9fae5a09","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 07:53:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db024","50a691fc-b38d-41cf-8fec-41b240c24177","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 07:55:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db025","b3a0a045-20c4-4a7d-b6e4-e6dd9d378273","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 07:57:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db026","3e04cd81-c11c-4231-9314-399a815d64de","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 07:59:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db027","044126d5-a611-4a2d-911f-bc51ab49ce5a","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 08:01:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db028","74531b2d-1e8b-4fe1-9ae9-72460025e7a2","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 08:03:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db029","cd536f3f-19ad-462a-b5e3-a9e8abdbfdd7","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 08:05:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db030","63fba4c3-b0a9-429d-a8ee-0329a5caa9f3","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 08:07:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db031","cfb852eb-86bd-495a-a47e-465a535299c7","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:07 00:00:00","2013:06:11 08:09:00","Jamaica","Jamaica | Discovery Bay | Eaton Hall",77.334,"W",18.467,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db032","c58405ab-88f5-403f-89a3-fe70255cda61","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:18 00:00:00","2013:06:11 09:15:00","Jamaica","Jamaica | Discovery Bay | Algal Plots",77.414,"W",18.473,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db033","3b45e2dd-1a3e-4da7-a97b-99f50187cd92","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:18 00:00:00","2013:06:11 09:17:00","Jamaica","Jamaica | Discovery Bay | Buoy Upper Slope",77.40908,"W",18.47322,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db034","de65871b-b3ad-40d9-b045-9f08dd6e345a","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:18 00:00:00","2013:06:11 09:19:00","Jamaica","Jamaica | Discovery Bay | Buoy Upper Slope",77.40908,"W",18.47322,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db035","cf0166c8-1bdd-47c1-82fd-ba4538c6f5b6","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:18 00:00:00","2013:06:11 09:22:00","Jamaica","Jamaica | Discovery Bay | Buoy West Sand Slope",77.41017,"W",18.47367,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db036","d022c1f2-4110-4b59-9744-44063535f469","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:18 00:00:00","2013:06:11 09:24:00","Jamaica","Jamaica | Discovery Bay | Buoy West Sand Slope",77.41017,"W",18.47367,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db037","15834a43-0b26-4e36-bdd8-f0c5649f96b5","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:24 00:00:00","2013:06:11 09:26:00","Jamaica","Jamaica | Discovery Bay | Buoy Sector Escarpment",77.4093,"W",18.4723,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db038","8c32d505-32a1-4745-acb2-f89822fc458d","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:24 00:00:00","2013:06:11 09:28:00","Jamaica","Jamaica | Discovery Bay | Buoy Sector Escarpment",77.4093,"W",18.4723,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db039","b3f14208-2b58-4a1b-b6bc-4c3a9a0ea90b","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:24 00:00:00","2013:06:11 09:30:00","Jamaica","Jamaica | Discovery Bay | Upper Buoy West Sand",77.40908,"W",18.47322,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db040","fe9a6fab-359e-46c2-a0a8-e08706529922","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:22 00:00:00","2013:06:11 09:32:00","Jamaica","Jamaica | Discovery Bay | Upper Buoy West Sand",77.40908,"W",18.47322,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db041","e28b2c56-502e-4544-8b2f-ef00c60e3dcd","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:24 00:00:00","2013:06:11 09:34:00","Jamaica","Jamaica | Discovery Bay | Upper Buoy Escarpment",77.409,"W",18.4726,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db042","7ad94ed7-190a-4338-afd5-d37bf341ab18","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:24 00:00:00","2013:06:11 09:49:00","Jamaica","Jamaica | Discovery Bay | Upper Buoy Terrace",77.40908,"W",18.47322,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db043","3673689d-5b30-4c19-9e4a-28a27087cc18","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:24 00:00:00","2013:06:11 09:51:00","Jamaica","Jamaica | Discovery Bay | Upper Buoy Terrace",77.40908,"W",18.47322,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db044","bd29a250-a748-4cc0-8032-22d2b895666a","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:24 00:00:00","2013:06:11 09:53:00","Jamaica","Jamaica | Discovery Bay | Upper Buoy Terrace",77.40908,"W",18.47322,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db045","ef55a9c0-5279-4b03-888b-d4bf4f6fef7c","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:24 00:00:00","2013:06:11 09:55:00","Jamaica","Jamaica | Discovery Bay | Upper Buoy Terrace",77.40908,"W",18.47322,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db046","d6ae7694-5281-477c-8690-6b9ee77520e2","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:25 00:00:00","2013:06:11 09:57:00","Jamaica","Jamaica | Discovery Bay | Upper Buoy Terrace",77.40908,"W",18.47322,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db047","0019234b-c155-440a-857f-54e75367d36e","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:24 00:00:00","2013:06:11 09:59:00","Jamaica","Jamaica | Discovery Bay | Algal Plots",77.414,"W",18.473,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
"The Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968)","db048","70bba100-283b-4372-b658-b107f00fc66a","Photograph from the Eileen Graham Collection (Discovery Bay, Jamaica, 1966 to 1968).","Eileen Graham","Kenneth Johnson (digitising) | Lewis A. Jones (image processing)","1966:07:24 00:00:00","2013:06:11 10:01:00","Jamaica","Jamaica | Discovery Bay | Algal Plots",77.414,"W",18.473,"N","","Trustees of the Natural History Museum (London, UK), CC-BY-4.0","https://data.nhm.ac.uk/dataset/coral-reef-imagery-by-eileen-graham-of-jamaica-in-the-1960s",""
